Bushehr NPP      Operating period  1         Cur. time 08.07.2013 11:06:53.107  Server  DS2 (oper. arch.)
Unit 1           Teff              121.6     Begining time  08.07.2013 08:00:00.000
RSA protocol     Nakz              2979      Final time  08.07.2013 09:00:00.000

Time                    |10YQR01FT002XQ02|10YQR02FT002XQ02|10YQR03FT002XQ02|10YQR04FT002XQ02|10YQR05FT002XQ02|10YQR06FT002XQ02|10YQR07FT002XQ02|10YQR08FT002XQ02|10YQR09FT002XQ02|10YQR10FT002XQ02|10YQR11FT002XQ02|10YQR12FT002XQ02|10YQR13FT002XQ02|10YQR14FT002XQ02|10YQR15FT002XQ02|10YQR16FT002XQ02|10YQR17FT002XQ02|10YQR18FT002XQ02|10YQR19FT002XQ02|10YQR20FT002XQ02|10YQR21FT002XQ02|10YQR22FT002XQ02|10YQR23FT002XQ02|10YQR24FT002XQ02|10YQR25FT002XQ02|10YQR26FT002XQ02|10YQR27FT002XQ02|10YQR28FT002XQ02|10YQR29FT002XQ02|10YQR30FT002XQ02|10YQR31FT002XQ02|10YQR32FT002XQ02|10YQR33FT002XQ02|10YQR34FT002XQ02|10YQR35FT002XQ02|10YQR36FT002XQ02|10YQR37FT002XQ02|10YQR38FT002XQ02|10YQR39FT002XQ02|10YQR40FT002XQ02|10YQR41FT002XQ02|10YQR42FT002XQ02|10YQR43FT002XQ02|10YQR44FT002XQ02|10YQR45FT002XQ02|10YQR46FT002XQ02|10YQR51FT002XQ02|10YQR52FT002XQ02|10YQR53FT002XQ02|10YQR54FT002XQ02|
08.07.2013 08:11:40.000 |27.551          |29.890          |31.219          |31.419          |32.281          |32.650          |29.428          |28.809          |26.003          |29.026          |32.724          |31.021          |32.856          |29.301          |34.656          |28.472          |31.729          |30.163          |33.415          |29.470          |28.823          |31.737          |27.494          |26.400          |31.652          |32.380          |25.711          |31.540          |30.146          |33.560          |30.365          |30.663          |28.142          |29.102          |31.521          |23.374          |37.670          |29.860          |27.341          |27.985          |34.282          |28.960          |31.847          |30.011          |29.889          |27.109          |30.641          |32.218          |29.615          |22.136          |
08.07.2013 08:11:50.000 |27.976          |29.861          |31.045          |31.371          |32.338          |32.470          |29.569          |28.786          |25.884          |29.202          |32.609          |30.994          |33.175          |29.412          |34.654          |28.586          |31.899          |30.682          |33.362          |29.134          |28.792          |31.537          |27.448          |26.460          |31.652          |32.290          |25.649          |31.626          |30.007          |33.479          |30.385          |30.547          |28.056          |29.096          |31.433          |23.570          |37.016          |29.837          |27.282          |27.997          |34.282          |28.907          |32.612          |30.011          |29.933          |27.191          |30.668          |32.080          |29.356          |22.284          |
08.07.2013 08:12:00.000 |27.914          |29.902          |31.490          |31.581          |32.403          |32.470          |29.393          |29.058          |26.050          |29.160          |32.768          |31.075          |33.128          |29.406          |34.783          |28.887          |32.063          |30.840          |33.346          |29.521          |28.888          |31.895          |27.410          |26.415          |31.662          |32.511          |25.787          |31.669          |30.079          |33.094          |30.200          |30.538          |28.032          |29.113          |31.619          |23.594          |36.859          |29.837          |27.298          |27.891          |34.282          |28.979          |32.578          |29.793          |30.079          |27.100          |30.718          |31.866          |29.460          |21.983          |
08.07.2013 08:12:10.000 |27.448          |29.865          |31.170          |31.374          |32.086          |32.452          |29.615          |28.848          |25.928          |29.153          |32.652          |31.065          |33.125          |29.283          |34.805          |28.479          |31.826          |30.832          |33.626          |29.284          |28.799          |31.801          |27.667          |26.411          |31.662          |32.276          |25.668          |31.576          |30.014          |33.483          |30.306          |30.647          |28.079          |29.082          |31.326          |23.328          |37.166          |29.959          |27.181          |27.914          |34.394          |28.968          |32.628          |29.903          |29.613          |27.006          |30.739          |32.229          |29.512          |22.148          |
08.07.2013 08:12:20.000 |27.216          |29.770          |31.133          |31.374          |32.368          |32.450          |29.497          |28.816          |26.038          |29.095          |32.652          |31.035          |32.807          |29.475          |34.623          |28.991          |31.848          |30.770          |33.445          |29.589          |28.796          |31.820          |27.459          |26.318          |31.662          |32.384          |25.461          |31.515          |30.011          |33.939          |30.275          |30.499          |28.071          |29.049          |31.603          |23.411          |36.791          |29.917          |27.175          |28.025          |34.285          |29.195          |32.537          |29.897          |30.010          |27.146          |30.622          |32.169          |29.330          |21.937          |
08.07.2013 08:12:30.000 |27.818          |29.866          |31.220          |31.234          |32.227          |32.426          |29.584          |28.873          |25.984          |29.239          |32.652          |31.204          |33.152          |29.347          |34.843          |28.334          |32.025          |31.059          |33.453          |29.399          |28.891          |31.654          |27.748          |26.444          |31.629          |32.384          |25.865          |31.579          |30.182          |33.855          |30.533          |30.590          |28.167          |29.217          |31.412          |23.469          |37.794          |29.917          |27.205          |27.967          |34.391          |29.081          |32.400          |29.798          |29.995          |27.091          |30.483          |32.199          |29.653          |22.263          |
08.07.2013 08:12:40.000 |27.458          |29.866          |31.180          |31.234          |32.348          |32.517          |29.541          |28.892          |26.106          |28.994          |32.779          |31.116          |33.052          |29.524          |34.615          |28.435          |31.983          |30.988          |33.437          |29.868          |28.891          |31.755          |27.618          |26.444          |31.667          |32.365          |25.700          |31.506          |29.996          |33.981          |30.231          |30.590          |28.258          |29.206          |31.453          |23.769          |37.937          |29.914          |27.230          |28.057          |34.391          |29.153          |32.354          |29.798          |29.862          |27.103          |30.661          |32.154          |29.494          |21.932          |
08.07.2013 08:12:50.000 |27.631          |29.908          |31.262          |31.213          |32.380          |32.494          |29.480          |28.830          |26.569          |28.966          |32.779          |31.109          |33.279          |29.754          |34.532          |29.005          |31.871          |31.103          |33.463          |29.898          |29.011          |31.898          |27.452          |26.423          |31.701          |32.462          |25.534          |31.592          |30.025          |34.122          |30.172          |30.484          |28.237          |29.094          |31.737          |23.513          |37.686          |29.801          |27.280          |28.181          |34.300          |29.209          |32.470          |30.064          |30.053          |26.820          |30.665          |31.844          |29.406          |21.815          |
08.07.2013 08:13:00.000 |27.528          |29.880          |31.301          |31.425          |32.390          |32.476          |29.480          |28.897          |26.148          |29.232          |32.617          |31.202          |33.316          |29.388          |34.682          |28.415          |31.791          |30.223          |33.564          |29.589          |28.847          |31.765          |27.430          |26.304          |31.701          |32.325          |25.685          |31.456          |30.085          |32.619          |30.411          |30.553          |28.147          |29.271          |31.490          |23.690          |37.897          |29.923          |27.281          |27.960          |34.300          |29.103          |32.733          |30.066          |29.917          |27.142          |30.612          |32.081          |29.561          |21.996          |
08.07.2013 08:13:10.000 |27.115          |29.760          |31.207          |31.495          |32.294          |32.609          |29.511          |28.973          |26.108          |28.877          |32.719          |31.133          |33.076          |29.496          |34.727          |29.062          |31.838          |30.898          |33.463          |29.637          |28.926          |31.838          |27.475          |26.393          |31.697          |32.372          |25.699          |31.587          |29.994          |32.780          |30.258          |30.512          |28.147          |29.064          |31.537          |23.709          |36.799          |29.770          |27.243          |28.007          |34.315          |29.120          |32.095          |30.059          |30.021          |26.960          |30.610          |32.124          |29.492          |21.815          |
08.07.2013 08:13:20.000 |27.769          |29.872          |31.193          |31.418          |32.285          |32.595          |29.502          |28.930          |25.925          |28.615          |32.696          |31.026          |33.093          |29.348          |34.829          |28.601          |31.883          |30.912          |33.543          |29.317          |28.813          |31.801          |27.500          |26.398          |31.807          |32.339          |25.581          |31.472          |30.104          |32.597          |30.597          |30.451          |28.147          |29.078          |31.466          |23.619          |36.881          |29.822          |27.348          |28.015          |34.315          |28.993          |32.176          |30.140          |29.874          |27.209          |30.656          |32.490          |29.480          |22.011          |
08.07.2013 08:13:30.000 |27.541          |29.864          |31.255          |31.418          |32.426          |32.484          |29.502          |28.791          |26.126          |28.473          |32.696          |31.072          |32.929          |29.422          |34.886          |28.347          |31.888          |30.494          |33.540          |29.367          |28.857          |31.713          |27.582          |26.497          |31.789          |32.339          |25.717          |31.815          |30.212          |32.655          |30.540          |30.565          |28.171          |29.253          |31.458          |23.304          |36.728          |29.948          |27.231          |28.061          |34.397          |29.173          |32.768          |30.117          |29.932          |27.263          |30.629          |32.348          |29.517          |22.148          |
08.07.2013 08:13:40.000 |27.766          |29.892          |31.199          |31.518          |32.288          |32.484          |29.608          |28.907          |26.093          |29.158          |32.737          |31.175          |33.070          |29.488          |34.745          |28.488          |31.934          |31.064          |33.689          |29.229          |28.886          |31.630          |27.673          |26.473          |31.857          |32.497          |25.722          |31.499          |30.102          |32.889          |30.443          |30.565          |28.171          |29.230          |31.760          |23.646          |36.990          |30.078          |27.318          |28.085          |34.395          |29.025          |31.947          |30.117          |29.932          |27.267          |30.621          |32.427          |29.687          |22.106          |
08.07.2013 08:13:50.000 |27.582          |29.821          |31.200          |31.407          |32.389          |32.475          |29.547          |28.907          |26.031          |28.943          |32.737          |31.073          |33.028          |29.328          |34.753          |28.331          |31.844          |30.850          |33.675          |29.330          |28.892          |31.730          |27.585          |26.344          |31.857          |32.312          |25.594          |31.628          |30.102          |32.635          |30.467          |30.550          |28.201          |29.044          |31.689          |23.660          |37.892          |29.811          |27.309          |27.988          |34.395          |29.210          |32.588          |30.117          |29.854          |27.112          |30.591          |32.327          |29.501          |22.108          |
08.07.2013 08:14:00.000 |27.671          |29.885          |31.276          |31.518          |32.448          |32.566          |29.541          |28.869          |26.016          |29.117          |32.731          |31.175          |33.156          |29.547          |34.653          |28.448          |31.934          |30.927          |33.603          |29.633          |28.981          |31.800          |27.576          |26.463          |31.736          |32.554          |25.700          |31.619          |30.205          |32.693          |30.355          |30.614          |28.201          |29.134          |31.577          |23.709          |37.938          |29.813          |27.408          |28.076          |34.240          |29.339          |32.106          |30.211          |30.015          |27.147          |30.643          |32.060          |29.635          |22.001          |
08.07.2013 08:14:10.000 |27.574          |29.885          |31.266          |31.427          |32.369          |32.489          |29.534          |28.898          |26.243          |28.868          |32.824          |31.067          |33.010          |29.351          |34.604          |28.323          |31.912          |30.844          |33.371          |29.516          |28.862          |31.800          |27.498          |26.447          |31.755          |32.363          |25.664          |31.639          |30.157          |32.540          |30.220          |30.484          |28.259          |29.004          |31.471          |23.502          |36.984          |29.850          |27.202          |28.046          |34.248          |29.251          |32.770          |30.113          |29.872          |26.955          |30.643          |32.200          |29.493          |21.981          |
08.07.2013 08:14:20.000 |27.475          |29.751          |31.115          |31.223          |32.224          |32.482          |29.530          |28.874          |26.005          |28.921          |32.706          |31.059          |32.953          |29.449          |34.769          |28.856          |31.903          |31.088          |33.396          |29.280          |28.862          |31.703          |27.555          |26.447          |31.767          |32.270          |25.743          |31.660          |30.296          |32.597          |30.306          |30.608          |28.073          |29.162          |31.548          |23.552          |37.559          |29.955          |27.312          |28.055          |34.267          |29.075          |32.423          |30.113          |29.976          |27.118          |30.633          |32.308          |29.507          |22.042          |
08.07.2013 08:14:30.000 |27.564          |29.936          |31.222          |31.122          |32.403          |32.507          |29.567          |28.857          |25.991          |28.925          |32.706          |31.188          |33.095          |29.436          |34.806          |28.373          |31.968          |30.834          |33.290          |29.373          |28.981          |31.737          |27.530          |26.415          |31.676          |32.419          |25.661          |31.695          |30.042          |32.711          |30.449          |30.507          |28.085          |29.197          |31.533          |23.510          |37.670          |29.997          |27.345          |27.969          |34.358          |29.079          |32.590          |30.113          |29.783          |27.217          |30.526          |32.300          |29.540          |22.214          |
08.07.2013 08:14:40.000 |27.526          |29.944          |31.226          |31.250          |32.363          |32.497          |29.358          |28.926          |26.064          |29.320          |32.592          |31.188          |32.859          |29.480          |34.685          |28.738          |31.845          |30.827          |33.133          |29.394          |28.907          |31.587          |27.494          |26.437          |31.676          |32.238          |25.794          |31.548          |30.293          |32.558          |30.441          |30.353          |28.190          |29.034          |31.461          |23.638          |37.721          |29.788          |27.135          |27.969          |34.358          |28.986          |32.676          |30.070          |29.885          |26.947          |30.554          |32.046          |29.619          |21.914          |
08.07.2013 08:14:50.000 |27.284          |29.723          |31.171          |31.341          |32.342          |32.380          |29.424          |28.741          |25.960          |29.075          |32.571          |31.093          |32.870          |29.373          |34.784          |28.376          |31.971          |30.895          |33.406          |29.319          |28.837          |31.791          |27.536          |26.356          |31.668          |32.334          |25.439          |31.416          |30.077          |32.657          |30.392          |30.500          |28.053          |29.086          |31.529          |23.446          |36.789          |29.854          |27.122          |27.999          |34.246          |29.028          |32.661          |30.050          |29.729          |27.190          |30.522          |32.202          |29.317          |22.131          |
08.07.2013 08:15:00.000 |27.774          |29.988          |31.350          |31.464          |32.296          |32.505          |29.400          |28.918          |26.055          |28.995          |32.672          |31.043          |33.277          |29.355          |34.847          |28.900          |32.009          |30.903          |33.517          |29.155          |28.980          |31.720          |27.683          |26.356          |31.759          |32.431          |25.842          |31.562          |30.226          |32.660          |30.544          |30.685          |28.264          |29.499          |31.654          |23.627          |36.938          |29.759          |27.215          |28.067          |34.368          |29.004          |32.410          |30.061          |29.792          |27.224          |30.511          |32.380          |29.237          |22.197          |
08.07.2013 08:15:10.000 |27.834          |29.788          |31.237          |31.371          |32.334          |32.505          |29.321          |28.849          |26.315          |29.027          |32.672          |30.993          |33.174          |29.466          |34.705          |28.843          |31.744          |30.990          |33.604          |29.586          |28.929          |31.720          |27.419          |26.358          |31.646          |32.326          |25.625          |31.593          |30.111          |32.552          |30.365          |30.427          |28.283          |29.512          |31.507          |23.690          |37.740          |29.998          |27.352          |28.093          |34.338          |29.165          |32.497          |30.052          |29.897          |27.024          |30.559          |32.123          |29.371          |21.843          |
08.07.2013 08:15:20.000 |27.716          |29.816          |31.231          |31.451          |32.339          |32.485          |29.384          |28.860          |26.027          |29.097          |32.672          |31.170          |33.199          |29.648          |34.729          |28.556          |31.905          |30.874          |33.729          |29.409          |28.813          |31.669          |27.437          |26.366          |31.663          |32.409          |25.736          |31.714          |30.282          |32.465          |30.295          |30.433          |28.263          |29.145          |31.746          |23.721          |37.853          |29.842          |27.324          |28.061          |34.342          |29.290          |32.075          |30.019          |29.792          |27.062          |30.737          |32.222          |29.434          |21.916          |
08.07.2013 08:15:30.000 |27.887          |29.940          |31.406          |31.576          |32.404          |32.608          |29.656          |28.856          |26.107          |29.162          |32.828          |31.170          |33.272          |29.494          |34.783          |28.382          |31.831          |30.665          |33.633          |29.448          |28.944          |31.970          |27.533          |26.494          |31.826          |32.396          |25.780          |31.786          |30.362          |32.830          |30.506          |30.750          |28.211          |29.216          |31.647          |23.624          |37.618          |30.029          |27.232          |28.167          |34.342          |29.083          |32.775          |30.139          |29.945          |27.173          |30.719          |32.361          |29.482          |22.012          |
08.07.2013 08:15:40.000 |27.532          |29.976          |31.328          |31.576          |32.393          |32.568          |29.528          |28.871          |26.095          |29.036          |32.828          |31.170          |33.207          |29.767          |34.572          |29.063          |32.049          |31.085          |33.768          |29.656          |28.999          |31.834          |27.412          |26.491          |31.805          |32.584          |25.769          |31.664          |30.213          |32.765          |30.391          |30.728          |28.309          |29.188          |31.722          |23.820          |36.812          |29.936          |27.390          |28.192          |34.442          |29.269          |31.801          |30.164          |30.031          |27.030          |30.862          |32.304          |29.531          |22.041          |
08.07.2013 08:15:50.000 |27.749          |29.929          |31.324          |31.407          |32.323          |32.612          |29.547          |28.884          |26.054          |28.480          |32.724          |31.275          |33.220          |29.496          |34.731          |28.243          |31.978          |30.955          |33.435          |29.120          |29.040          |31.690          |27.714          |26.393          |31.700          |32.544          |25.529          |31.677          |30.366          |32.607          |30.487          |30.795          |28.232          |29.235          |31.567          |23.572          |37.133          |29.936          |27.237          |28.062          |34.309          |29.116          |32.038          |30.173          |29.876          |27.190          |30.786          |32.324          |29.635          |22.108          |
08.07.2013 08:16:00.000 |28.052          |29.941          |31.340          |31.605          |32.397          |32.504          |29.522          |28.904          |26.272          |29.079          |32.816          |31.145          |33.094          |29.571          |34.757          |29.004          |31.990          |31.096          |33.681          |29.577          |28.930          |31.792          |27.569          |26.355          |31.850          |32.513          |25.797          |31.522          |30.183          |32.538          |30.361          |30.783          |28.232          |29.348          |31.527          |23.664          |37.408          |29.983          |27.369          |28.165          |34.402          |29.344          |32.236          |30.173          |30.045          |27.144          |30.660          |32.208          |29.522          |22.154          |
08.07.2013 08:16:10.000 |27.732          |30.027          |31.233          |31.427          |32.386          |32.599          |29.530          |28.976          |26.103          |28.721          |32.816          |31.194          |33.168          |29.566          |34.808          |28.398          |32.026          |30.996          |33.583          |29.104          |28.980          |31.852          |27.583          |26.401          |31.884          |32.499          |25.797          |31.746          |30.235          |33.218          |30.421          |30.615          |28.210          |29.362          |31.615          |23.842          |37.746          |29.935          |27.369          |28.053          |34.410          |29.129          |32.449          |30.157          |29.895          |27.202          |30.658          |32.507          |29.587          |22.185          |
08.07.2013 08:16:20.000 |27.377          |30.044          |31.293          |31.514          |32.583          |32.520          |29.519          |28.888          |25.962          |28.795          |32.741          |31.105          |33.134          |29.468          |34.781          |28.415          |31.921          |30.832          |33.578          |29.608          |28.869          |31.915          |27.450          |26.530          |31.750          |32.422          |25.643          |31.566          |30.446          |33.599          |30.315          |30.539          |28.226          |29.150          |31.767          |23.572          |37.935          |30.002          |27.314          |28.055          |34.448          |29.315          |32.744          |30.167          |29.553          |27.327          |30.782          |32.117          |29.467          |22.216          |
08.07.2013 08:16:30.000 |27.895          |29.963          |31.322          |31.515          |32.337          |32.627          |29.609          |28.888          |26.019          |29.453          |32.726          |31.212          |33.337          |29.442          |34.905          |28.990          |32.153          |31.044          |33.523          |29.123          |29.129          |31.737          |27.634          |26.485          |31.865          |32.422          |25.816          |31.674          |30.360          |32.638          |30.623          |30.731          |28.121          |29.150          |31.601          |23.471          |37.012          |29.966          |27.194          |28.176          |34.355          |29.119          |32.773          |30.262          |29.936          |27.261          |30.496          |32.432          |29.527          |22.237          |
08.07.2013 08:16:40.000 |27.519          |29.976          |31.289          |31.515          |32.491          |32.571          |29.508          |28.800          |25.987          |28.896          |32.738          |31.272          |33.181          |29.400          |34.863          |28.440          |31.968          |31.059          |33.539          |29.174          |29.015          |31.705          |27.675          |26.532          |31.897          |32.438          |25.803          |31.733          |30.219          |32.625          |30.563          |30.642          |28.251          |29.204          |31.563          |23.762          |37.791          |29.998          |27.284          |28.106          |34.486          |29.084          |32.662          |30.135          |29.529          |27.150          |30.698          |32.542          |29.514          |22.276          |
08.07.2013 08:16:50.000 |28.038          |29.976          |31.341          |31.535          |32.351          |32.695          |29.489          |28.975          |25.982          |29.080          |32.837          |31.266          |33.448          |29.456          |34.987          |28.415          |31.992          |30.955          |33.692          |29.464          |29.011          |31.829          |27.614          |26.532          |31.905          |32.418          |25.713          |31.579          |30.314          |32.763          |30.661          |30.681          |28.303          |29.350          |31.694          |23.714          |37.648          |29.998          |27.308          |28.176          |34.457          |29.374          |32.526          |30.230          |29.975          |27.203          |30.685          |32.324          |29.709          |22.279          |
08.07.2013 08:17:00.000 |27.459          |30.002          |31.443          |31.535          |32.516          |32.569          |29.632          |28.997          |26.386          |29.094          |32.940          |31.266          |32.921          |29.588          |34.776          |28.575          |31.966          |30.486          |33.680          |29.739          |29.011          |31.822          |27.588          |26.532          |31.799          |32.478          |25.688          |31.656          |30.275          |32.937          |30.542          |30.584          |28.285          |29.322          |31.648          |23.617          |37.207          |30.004          |27.413          |28.140          |34.488          |29.317          |32.799          |30.230          |29.975          |27.120          |30.773          |32.291          |29.569          |22.124          |
08.07.2013 08:17:10.000 |27.749          |30.069          |31.342          |31.535          |32.424          |32.664          |29.601          |28.830          |26.186          |29.350          |32.774          |31.216          |33.074          |29.554          |34.814          |28.756          |32.004          |30.896          |33.776          |29.490          |29.001          |31.941          |27.653          |26.591          |31.829          |32.573          |25.800          |31.726          |30.220          |32.661          |30.487          |30.507          |28.287          |29.225          |31.670          |23.815          |36.950          |29.969          |27.337          |28.142          |34.469          |29.217          |32.862          |30.228          |30.187          |27.233          |30.772          |32.296          |29.491          |22.094          |
08.07.2013 08:17:20.000 |28.185          |29.944          |31.396          |31.652          |32.522          |32.664          |29.693          |28.947          |26.058          |29.110          |32.859          |31.229          |33.166          |29.532          |34.905          |28.540          |31.956          |30.791          |33.692          |29.532          |28.929          |31.747          |27.584          |26.437          |31.739          |32.471          |25.738          |31.727          |30.322          |32.667          |30.518          |30.577          |28.122          |29.194          |31.670          |23.779          |37.798          |29.853          |27.351          |28.287          |34.471          |29.276          |32.684          |30.075          |29.565          |27.143          |30.779          |32.308          |29.585          |22.226          |
08.07.2013 08:17:30.000 |27.700          |29.961          |31.305          |31.550          |32.504          |32.553          |29.576          |28.843          |26.146          |28.826          |32.843          |31.139          |32.910          |29.596          |34.769          |28.531          |31.953          |30.901          |33.641          |29.446          |28.920          |31.749          |27.577          |26.451          |31.739          |32.433          |25.738          |31.645          |30.344          |32.674          |30.414          |30.633          |28.181          |29.155          |31.626          |23.581          |37.857          |29.955          |27.219          |28.059          |34.375          |29.242          |32.590          |30.203          |29.991          |27.133          |30.643          |32.251          |29.616          |22.176          |
08.07.2013 08:17:40.000 |27.541          |29.975          |31.178          |31.459          |32.143          |32.599          |29.565          |28.850          |25.958          |29.350          |32.711          |31.251          |33.104          |29.348          |34.834          |28.569          |31.853          |30.710          |33.656          |29.738          |28.944          |31.872          |27.583          |26.451          |31.712          |32.433          |25.802          |31.615          |30.328          |32.567          |30.276          |30.467          |28.165          |29.250          |31.663          |23.593          |37.786          |29.956          |27.208          |28.016          |34.375          |29.051          |32.736          |30.058          |29.953          |27.033          |30.660          |31.999          |29.542          |21.951          |
08.07.2013 08:17:50.000 |27.570          |29.944          |31.319          |31.459          |32.595          |32.487          |29.412          |29.075          |26.153          |29.265          |32.707          |31.201          |33.235          |29.573          |34.774          |28.513          |31.896          |31.140          |33.479          |29.509          |28.963          |31.648          |27.641          |26.377          |31.741          |32.393          |25.633          |31.641          |30.038          |32.739          |30.563          |30.577          |28.248          |29.027          |31.603          |23.792          |37.181          |29.935          |27.314          |28.014          |34.375          |29.214          |32.709          |30.160          |30.080          |27.091          |30.660          |32.099          |29.311          |21.973          |
08.07.2013 08:18:00.000 |27.918          |29.868          |31.150          |31.459          |32.229          |32.516          |29.535          |28.913          |25.927          |28.955          |32.707          |31.097          |33.011          |29.463          |34.922          |28.437          |31.886          |30.801          |33.538          |29.371          |28.861          |31.624          |27.680          |26.381          |31.832          |32.256          |25.803          |31.641          |30.163          |32.404          |30.422          |30.616          |28.108          |29.062          |31.640          |23.544          |36.928          |29.972          |27.314          |27.933          |34.390          |29.134          |32.058          |30.079          |29.865          |27.209          |30.660          |32.298          |29.630          |22.217          |
08.07.2013 08:18:10.000 |27.649          |30.052          |31.286          |31.361          |32.220          |32.561          |29.409          |28.753          |25.891          |29.143          |32.814          |31.204          |32.999          |29.566          |34.715          |29.075          |32.136          |31.132          |33.623          |29.358          |28.851          |31.646          |27.516          |26.313          |31.731          |32.398          |25.483          |31.605          |30.091          |32.247          |30.420          |30.461          |28.132          |29.076          |31.572          |23.618          |36.801          |30.016          |27.337          |27.978          |34.390          |29.209          |31.824          |30.070          |29.861          |27.198          |30.558          |32.314          |29.333          |22.030          |
08.07.2013 08:18:20.000 |27.493          |29.835          |31.207          |31.257          |32.401          |32.512          |29.443          |28.851          |26.015          |29.213          |32.712          |31.071          |33.011          |29.607          |34.749          |28.684          |32.005          |30.716          |33.593          |29.227          |28.859          |31.853          |27.642          |26.608          |31.829          |32.384          |25.780          |31.592          |30.101          |32.602          |30.394          |30.496          |28.251          |29.000          |31.553          |23.704          |37.809          |29.909          |27.175          |28.095          |34.435          |29.166          |32.626          |29.797          |29.923          |27.083          |30.569          |32.493          |29.316          |21.894          |
08.07.2013 08:18:30.000 |27.226          |29.998          |31.200          |31.167          |32.195          |32.512          |29.533          |28.956          |26.015          |28.689          |32.819          |31.185          |32.974          |29.454          |34.856          |28.391          |31.938          |30.764          |33.643          |29.218          |28.938          |31.731          |27.773          |26.398          |31.738          |32.387          |25.780          |31.526          |30.379          |32.792          |30.613          |30.634          |28.101          |29.307          |31.491          |23.673          |37.949          |30.013          |27.254          |28.095          |34.356          |28.957          |32.251          |29.908          |29.889          |27.239          |30.675          |32.369          |29.536          |22.260          |
08.07.2013 08:18:40.000 |27.669          |29.868          |31.183          |31.167          |32.319          |32.466          |29.506          |28.884          |26.160          |29.015          |32.757          |31.073          |33.042          |29.411          |34.611          |28.859          |31.839          |30.745          |33.658          |29.574          |28.774          |31.655          |27.413          |26.469          |31.708          |32.387          |25.784          |31.740          |30.189          |32.461          |30.395          |30.559          |28.235          |29.139          |31.700          |23.547          |37.934          |29.911          |27.254          |28.161          |34.356          |29.171          |32.175          |29.768          |29.991          |27.072          |30.671          |32.184          |29.464          |21.934          |
08.07.2013 08:18:50.000 |27.301          |29.958          |31.209          |31.154          |32.204          |32.385          |29.512          |28.688          |25.766          |28.793          |32.635          |31.071          |33.135          |29.303          |34.931          |28.721          |31.865          |30.668          |33.633          |29.122          |29.067          |31.596          |27.639          |26.469          |31.769          |32.387          |25.646          |31.715          |30.253          |32.468          |30.396          |30.592          |27.976          |29.125          |31.478          |23.580          |37.484          |30.032          |27.146          |28.139          |34.356          |28.946          |32.609          |29.892          |29.933          |27.191          |30.539          |32.448          |29.354          |22.160          |
08.07.2013 08:19:00.000 |27.760          |29.956          |31.168          |31.221          |32.296          |32.614          |29.562          |28.724          |26.016          |29.172          |32.699          |31.135          |33.056          |29.454          |34.813          |28.270          |31.938          |30.843          |33.669          |29.072          |28.979          |31.669          |27.622          |26.469          |31.769          |32.387          |25.761          |31.627          |30.174          |32.468          |30.266          |30.486          |28.063          |29.206          |31.562          |23.243          |37.777          |29.839          |27.234          |28.002          |34.376          |28.967          |31.989          |29.805          |29.798          |27.198          |30.517          |32.306          |29.461          |22.368          |
08.07.2013 08:19:10.000 |27.816          |29.982          |31.418          |31.431          |32.412          |32.609          |29.466          |28.920          |25.854          |29.164          |32.749          |31.225          |33.334          |29.420          |34.841          |28.463          |31.991          |30.774          |33.578          |29.375          |28.886          |31.739          |27.601          |26.498          |31.869          |32.446          |25.649          |31.621          |30.323          |32.720          |30.576          |30.535          |28.291          |29.128          |31.507          |23.694          |36.883          |30.034          |27.269          |28.110          |34.487          |29.149          |32.177          |29.871          |29.990          |27.198          |30.712          |32.451          |29.549          |22.389          |
08.07.2013 08:19:20.000 |27.481          |30.012          |31.255          |31.539          |32.649          |32.569          |29.505          |28.983          |25.839          |29.459          |32.757          |31.225          |33.114          |29.553          |34.665          |29.056          |31.928          |30.905          |33.641          |29.302          |28.945          |31.984          |27.711          |26.428          |31.846          |32.356          |25.830          |31.638          |30.265          |32.505          |30.386          |30.577          |28.281          |29.232          |31.544          |23.616          |36.926          |29.936          |27.369          |28.066          |34.478          |29.155          |32.760          |29.947          |29.971          |27.210          |30.786          |32.336          |29.619          |21.983          |
08.07.2013 08:19:30.000 |27.584          |29.911          |31.243          |31.449          |32.280          |32.603          |29.438          |28.932          |26.089          |28.989          |32.787          |31.171          |33.274          |29.471          |34.765          |28.557          |31.915          |30.864          |33.337          |29.376          |28.878          |31.724          |27.549          |26.483          |31.762          |32.487          |25.614          |31.740          |30.293          |32.607          |30.484          |30.646          |28.215          |29.207          |31.846          |23.518          |37.852          |29.927          |27.251          |28.019          |34.299          |28.993          |32.662          |29.796          |30.001          |27.184          |30.799          |32.273          |29.429          |22.140          |
08.07.2013 08:19:40.000 |27.409          |29.785          |31.217          |31.449          |32.577          |32.562          |29.497          |29.007          |26.163          |28.815          |32.812          |31.159          |32.899          |29.675          |34.645          |28.825          |31.813          |31.063          |33.567          |29.493          |28.946          |31.915          |27.642          |26.381          |31.758          |32.512          |25.668          |31.714          |30.431          |32.861          |30.567          |30.586          |28.215          |29.209          |31.563          |23.544          |37.976          |30.016          |27.263          |28.044          |34.481          |29.117          |32.032          |29.973          |30.018          |27.161          |30.744          |32.213          |29.438          |22.068          |
